x(m),y(m)
0.239465,0.254835
0.248235,0.254835
0.257005,0.254835
0.26577500000000004,0.254835
0.239465,0.263385
0.248235,0.263385
0.257005,0.263385
0.26577500000000004,0.263385
0.239465,0.271935
0.248235,0.271935
0.257005,0.271935
0.26577500000000004,0.271935
0.239465,0.28048500000000004
0.248235,0.28048500000000004
0.257005,0.28048500000000004
0.26577500000000004,0.28048500000000004
0.239465,0.289035
0.248235,0.289035
0.257005,0.289035
0.26577500000000004,0.289035
0.239465,0.297585
0.248235,0.297585
0.257005,0.297585
0.26577500000000004,0.297585
0.239465,0.306135
0.248235,0.306135
0.257005,0.306135
0.26577500000000004,0.306135
0.239465,0.314685
0.248235,0.314685
0.257005,0.314685
0.26577500000000004,0.314685
0.239465,0.323235
0.248235,0.323235
0.257005,0.323235
0.26577500000000004,0.323235
0.239465,0.33178499999999994
0.248235,0.33178499999999994
0.257005,0.33178499999999994
0.26577500000000004,0.33178499999999994
0.239465,0.340335
0.248235,0.340335
0.257005,0.340335
0.26577500000000004,0.340335
0.239465,0.348885
0.248235,0.348885
0.257005,0.348885
0.26577500000000004,0.348885
0.239465,0.357435
0.248235,0.357435
0.257005,0.357435
0.26577500000000004,0.357435
0.239465,0.365985
0.248235,0.365985
0.257005,0.365985
0.26577500000000004,0.365985
0.239465,0.37453499999999995
0.248235,0.37453499999999995
0.257005,0.37453499999999995
0.26577500000000004,0.37453499999999995
0.239465,0.38308499999999995
0.248235,0.38308499999999995
0.257005,0.38308499999999995
0.26577500000000004,0.38308499999999995
0.239465,0.391635
0.248235,0.391635
0.257005,0.391635
0.26577500000000004,0.391635
0.239465,0.400185
0.248235,0.400185
0.257005,0.400185
0.26577500000000004,0.400185
0.239465,0.40873499999999996
0.248235,0.40873499999999996
0.257005,0.40873499999999996
0.26577500000000004,0.40873499999999996
0.239465,0.41728499999999996
0.248235,0.41728499999999996
0.257005,0.41728499999999996
0.26577500000000004,0.41728499999999996
0.239465,0.42583499999999996
0.248235,0.42583499999999996
0.257005,0.42583499999999996
0.26577500000000004,0.42583499999999996
0.239465,0.43438499999999997
0.248235,0.43438499999999997
0.257005,0.43438499999999997
0.26577500000000004,0.43438499999999997
0.239465,0.44293499999999997
0.248235,0.44293499999999997
0.257005,0.44293499999999997
0.26577500000000004,0.44293499999999997
0.239465,0.45148499999999997
0.248235,0.45148499999999997
0.257005,0.45148499999999997
0.26577500000000004,0.45148499999999997
0.239465,0.46003499999999997
0.248235,0.46003499999999997
0.257005,0.46003499999999997
0.26577500000000004,0.46003499999999997
0.239465,0.468585
0.248235,0.468585
0.257005,0.468585
0.26577500000000004,0.468585
0.239465,0.477135
0.248235,0.477135
0.257005,0.477135
0.26577500000000004,0.477135
0.239465,0.485685
0.248235,0.485685
0.257005,0.485685
0.26577500000000004,0.485685
