x(m),y(m)
0.204385,-0.2330625
0.21315500000000004,-0.2330625
0.221925,-0.2330625
0.230695,-0.2330625
0.204385,-0.2245875
0.21315500000000004,-0.2245875
0.221925,-0.2245875
0.230695,-0.2245875
0.204385,-0.2161125
0.21315500000000004,-0.2161125
0.221925,-0.2161125
0.230695,-0.2161125
0.204385,-0.20763749999999997
0.21315500000000004,-0.20763749999999997
0.221925,-0.20763749999999997
0.230695,-0.20763749999999997
0.204385,-0.1991625
0.21315500000000004,-0.1991625
0.221925,-0.1991625
0.230695,-0.1991625
0.204385,-0.1906875
0.21315500000000004,-0.1906875
0.221925,-0.1906875
0.230695,-0.1906875
0.204385,-0.1822125
0.21315500000000004,-0.1822125
0.221925,-0.1822125
0.230695,-0.1822125
0.204385,-0.17373750000000002
0.21315500000000004,-0.17373750000000002
0.221925,-0.17373750000000002
0.230695,-0.17373750000000002
0.204385,-0.16526249999999998
0.21315500000000004,-0.16526249999999998
0.221925,-0.16526249999999998
0.230695,-0.16526249999999998
0.204385,-0.15678750000000002
0.21315500000000004,-0.15678750000000002
0.221925,-0.15678750000000002
0.230695,-0.15678750000000002
0.204385,-0.1483125
0.21315500000000004,-0.1483125
0.221925,-0.1483125
0.230695,-0.1483125
0.204385,-0.1398375
0.21315500000000004,-0.1398375
0.221925,-0.1398375
0.230695,-0.1398375
0.204385,-0.13136250000000002
0.21315500000000004,-0.13136250000000002
0.221925,-0.13136250000000002
0.230695,-0.13136250000000002
0.204385,-0.1228875
0.21315500000000004,-0.1228875
0.221925,-0.1228875
0.230695,-0.1228875
0.204385,-0.11441250000000001
0.21315500000000004,-0.11441250000000001
0.221925,-0.11441250000000001
0.230695,-0.11441250000000001
0.204385,-0.1059375
0.21315500000000004,-0.1059375
0.221925,-0.1059375
0.230695,-0.1059375
0.204385,-0.09746250000000001
0.21315500000000004,-0.09746250000000001
0.221925,-0.09746250000000001
0.230695,-0.09746250000000001
0.204385,-0.08898750000000001
0.21315500000000004,-0.08898750000000001
0.221925,-0.08898750000000001
0.230695,-0.08898750000000001
0.204385,-0.08051250000000001
0.21315500000000004,-0.08051250000000001
0.221925,-0.08051250000000001
0.230695,-0.08051250000000001
0.204385,-0.07203749999999999
0.21315500000000004,-0.07203749999999999
0.221925,-0.07203749999999999
0.230695,-0.07203749999999999
0.204385,-0.0635625
0.21315500000000004,-0.0635625
0.221925,-0.0635625
0.230695,-0.0635625
0.204385,-0.055087500000000005
0.21315500000000004,-0.055087500000000005
0.221925,-0.055087500000000005
0.230695,-0.055087500000000005
0.204385,-0.04661250000000001
0.21315500000000004,-0.04661250000000001
0.221925,-0.04661250000000001
0.230695,-0.04661250000000001
0.204385,-0.03813750000000002
0.21315500000000004,-0.03813750000000002
0.221925,-0.03813750000000002
0.230695,-0.03813750000000002
0.204385,-0.029662500000000022
0.21315500000000004,-0.029662500000000022
0.221925,-0.029662500000000022
0.230695,-0.029662500000000022
0.204385,-0.0211875
0.21315500000000004,-0.0211875
0.221925,-0.0211875
0.230695,-0.0211875
0.204385,-0.012712500000000005
0.21315500000000004,-0.012712500000000005
0.221925,-0.012712500000000005
0.230695,-0.012712500000000005
0.204385,-0.004237500000000011
0.21315500000000004,-0.004237500000000011
0.221925,-0.004237500000000011
0.230695,-0.004237500000000011
0.204385,0.004237499999999983
0.21315500000000004,0.004237499999999983
0.221925,0.004237499999999983
0.230695,0.004237499999999983
0.204385,0.012712499999999977
0.21315500000000004,0.012712499999999977
0.221925,0.012712499999999977
0.230695,0.012712499999999977
0.204385,0.0211875
0.21315500000000004,0.0211875
0.221925,0.0211875
0.230695,0.0211875
0.204385,0.029662499999999967
0.21315500000000004,0.029662499999999967
0.221925,0.029662499999999967
0.230695,0.029662499999999967
0.204385,0.03813749999999999
0.21315500000000004,0.03813749999999999
0.221925,0.03813749999999999
0.230695,0.03813749999999999
0.204385,0.04661250000000001
0.21315500000000004,0.04661250000000001
0.221925,0.04661250000000001
0.230695,0.04661250000000001
0.204385,0.05508749999999998
0.21315500000000004,0.05508749999999998
0.221925,0.05508749999999998
0.230695,0.05508749999999998
0.204385,0.0635625
0.21315500000000004,0.0635625
0.221925,0.0635625
0.230695,0.0635625
0.204385,0.07203749999999996
0.21315500000000004,0.07203749999999996
0.221925,0.07203749999999996
0.230695,0.07203749999999996
0.204385,0.08051249999999999
0.21315500000000004,0.08051249999999999
